block_id,work_id,block_type,block_text,pdf_page,pdf_bbox,block_seq,parent_title_block_id,title_level
2016415929122033850,W105983977,text,"Let us now examine some possible implications of the permutation of the nodes. After the initial placement of the layers the nodes in each row should be aranged so that the sum of the path lengths would be minmalSinct this point the paths are ot determied ye, each path lengh isapproximated with clu distance between the path's source and destination. Let $C ( \boldsymbol { \mathfrak { u } } , \boldsymbol { \mathfrak { v } } )$ denote the column distance between two nodes $\pmb { u }$ and $\pmb { v }$ in the array, where $( { \pmb u } , { \pmb v } ) \in { \pmb A }$ and let $\mathcal { N } _ { u } = \{ v | ( u , v ) \in A \lor ( v , u ) \in A \}$ denote the set of all neighbours of $\pmb { u }$ in $\pmb { G }$ Ordering of nodes within the layers is an iterative process. During each iteration the array is traversed, row by row, at $\pmb { r }$ t $\begin{array} { r } { \sigma _ { r } = \sum _ { u \in L _ { r } } \sum _ { v \in N _ { u } } C ( u , v ) , } \end{array}$ . until either no improvement is possible or a maximum number of iterations is exceeded. The reduction of $\pmb { \sigma _ { r } }$ is achieved by permuting nodes within a row according to a simple heuristic which places a node $\pmb { u }$ in a column as close as possible to the center of mass for all the paths starting or ending in $\pmb { u }$ Formally, if $\pmb { c } ( \pmb { u } )$ denotes the number of the column where $\pmb { u }$ resides, then $\pmb { u }$ is put in the column $\begin{array} { r } { c ^ { \prime } ( u ) = \frac { 1 } { | \mathcal { N } _ { \mathbf { u } } | } \sum _ { v \in \mathcal { N } _ { \mathbf { u } } } c ( v ) } \end{array}$ (0r) to the closest available one). ",445,"[110, 794, 893, 836]",4701,2016415929122033848,
2016415929122033851,W105983977,discarded,422 ,445,"[480, 62, 511, 75]",4702,2016415929122033848,
2016415929122033852,W105983977,text,,446,"[106, 85, 891, 214]",4703,2016415929122033848,
2016415929122033853,W105983977,text,"The permutation process is very fruitful since an average reduction of $46 \%$ in the average path length and $52 \%$ in the longest path length was reported in Koren et al. (1988). Nevertheless, permutation may have some undesired effects. In particular, we show that horizontal stretching of paths may occur. Let $( { \pmb u } , { \dot { \pmb v } } ) \in { \pmb A }$ be an arc in $\pmb { G }$ and let $\pmb { u } \in \cal L _ { s }$ and $\pmb { v } \in \ L _ { t }$ , where $t > s$ Assume that $N _ { u } - \{ v \} \subset L _ { i }$ and $N _ { v } - \{ u \} \subset L _ { i } ;$ that is, all other neighbours of $\pmb { u }$ and $\pmb { v }$ reside in the same layer. Initial placement of layers may place subset $N _ { u } - \{ v \}$ before $\pmb { \mathcal { N } _ { v } } - \{ \pmb { u } \}$ , as indicated on Figure 1. ",446,"[106, 218, 891, 303]",4704,2016415929122033848,
2016415929122033854,W105983977,image,,446,"[340, 337, 692, 513]",4705,2016415929122033848,
2016415929122033855,W105983977,text,"Then, the permutation process puts nodes $\pmb { u }$ and $\pmb { v }$ into columns ",446,"[106, 603, 580, 619]",4706,2016415929122033848,
2016415929122033856,W105983977,equation,"$$
c ^ { \prime } ( u ) = \frac { 1 } { m } ( c ^ { \prime } ( v ) + \sum _ { j = 1 } ^ { m - 1 } j ) \qquad a n d \qquad c ^ { \prime } ( v ) = \frac { 1 } { n } ( c ^ { \prime } ( u ) + \sum _ { j = m } ^ { m + n - 2 } j ) .
$$",446,"[257, 632, 740, 675]",4707,2016415929122033848,
2016415929122033857,W105983977,text,where $m = | \mathcal { N } _ { \mathbf { u } } |$ and $\pmb { n } = | \mathcal { N } _ { \pmb { v } } |$ The solution of the system is ,446,"[106, 684, 550, 700]",4708,2016415929122033848,
2016415929122033858,W105983977,equation,"$$
c ^ { \prime } ( u ) = { \frac { 1 } { m n - 1 } } ( \sum _ { j = m } ^ { m + n - 2 } j + n \sum _ { j = 1 } ^ { m - 1 } j ) \qquad a n d \qquad c ^ { \prime } ( v ) = { \frac { 1 } { m n - 1 } } ( \sum _ { j = 1 } ^ { m - 1 } j + m \sum _ { j = m } ^ { m + n - 2 } j ) .
$$",446,"[187, 713, 810, 756]",4709,2016415929122033848,
2016415929122033859,W105983977,text,"Finally, the column distance between nodes $\pmb { u }$ and $\pmb { v }$ is ",446,"[108, 765, 507, 781]",4710,2016415929122033848,
2016415929122033860,W105983977,equation,"$$
| c ^ { \prime } ( u ) - c ^ { \prime } ( v ) | = \frac { ( m - 1 ) ( n - 1 ) ( m + n - 2 ) } { 2 ( m n - 1 ) } ,
$$",446,"[334, 794, 663, 826]",4711,2016415929122033848,
2016415929122033861,W105983977,text,"which is of order $\mathcal { O } ( m + n )$ Note, that this bound is a tight one. ",446,"[106, 836, 586, 852]",4712,2016415929122033848,
2016415929122033862,W105983977,discarded,423 ,446,"[478, 62, 509, 75]",4713,2016415929122033848,
2016415929122033863,W105983977,text,"When $\pmb { t = s + 1 }$ ,nodes $\pmb { u }$ and $\pmb { v }$ reside on neighbouring rows. Ideally, they would be put into two neighbouring processors, However, we have just seen that permutation process separates them and, at the same time, horizontally stretches the path between them. ",447,"[108, 86, 889, 130]",4714,2016415929122033848,
2016415929122033864,W105983977,text,"A similar situation may occur on other layers, too. As a consequence, a path of length $\pmb { p }$ (in G) may be mapped into a path (in the array) with the column distance of the source and destination to be $\mathcal { O } ( p ( m + n ) )$ : Note,that in this case the actual path is at least that long, since vertical distance between source and destination has been ignored. ",447,"[108, 134, 887, 191]",4715,2016415929122033848,
2016415929122033865,W105983977,text,"Theeobservations hold or processor arrays of any degreef connectivity. In particular, for the hexagonally connected arrays of Koren and al. we have $m , n \leq 6$ implying that $\pmb { u }$ and $\pmb { v }$ may be moved by the permutation process as much as 4 processors apart. Hence, a path of length $\pmb { p }$ in $\pmb { G }$ may be mapped into a path whose source and destination reside in columns which are $\pmb { 4 p }$ processors apart. Since the time needed to route data through intermediate processors is comparable to logical and additive arithmeticaloperations such a path stretching may imply considerable execution slow-down. Additional increase in path lengths may occur during the actual path construction since bottleneck situations are resolved simply by insering new columns and/or rows, as described in Koren et al. (1988). ",447,"[108, 195, 889, 308]",4716,2016415929122033848,
2016415929122033866,W105983977,title,Solutions and Concluding Remarks ,447,"[108, 328, 455, 345]",4717,,1.0
2016415929122033867,W105983977,text,"We have shown why the algorithm mappings produced by the scheme of Koren et al. (1988) are horizontally ovrstretche acrossthe target data-drivenarray.Moreover, these algorithmmappings arealsooverstreched downwards across the array as it was demonstrated in Robi (1993). As a result, these mappings exhibit execution slow-down and require a too large area. Hence, the effciency of such a universal processor array can be very low. ",447,"[108, 357, 889, 426]",4718,2016415929122033866,
2016415929122033868,W105983977,text,"Based on the above analysis we designed an optimization process and added it to the mapping scheme. The process was inspired by dynamic physical systems and was described in Robi et al. (1991) and Robic et al. (1992). The results of the optimization show that the efficiency of the array can be considerably improved. In particular, we achieved more than $50 \%$ saving in space and, at the same time, $30 \%$ saving in time, on average. Such an effciency improvement makes the universality of the data-driven array more attractive. ",447,"[108, 432, 889, 516]",4719,2016415929122033866,
2016415929122033869,W105983977,title,References ,447,"[110, 538, 216, 555]",4720,,1.0
2016415929122033870,W105983977,text,"Koren I, Mendelson B, Peled I, Silberman G M (1988) A Data-Driven VLSI Array for Arbitrary Algorithms. IEEE Computer 21(10):30-43.   
Koren I, Peled I (1987) The Concept and Implementation of Data-Driven Array. IEEE Computer 20(7):102- 103.   
Kung S Y (1988) VLSI Processor Arrays. Prentice Hall.   
Kung SY, Lo S C, Jean S N, Hwang J N.(1987) Wavefront Array Processors - Concept to Implementation. IEEE Computer 20(7):18-33.   
Robi B (1993) Optimization of parallel algorithm mappings onto regular processor arrays. PhD Thesis, University of Ljubljana.   
Robi B, Kolbezen P, ilc J (1992) Area Optimization of Dataflow-Graph Mappings. Parallel Computing 13(3):297311.   
Robi B, ilc J, Blaznik P, Kolbezen P (1991) On Reducing the Dataflow-Graph Hosting Area. Proc IEEE CompEuro $^ { \pmb { \mathscr { s } } 1 }$ pp. 138-142. ",447,"[114, 564, 893, 803]",4721,2016415929122033869,
2016415929122033871,W105983977,discarded,424 ,447,"[480, 63, 509, 75]",4722,2016415929122033869,
2016415929122033872,W105983977,title,An optimal marketing strategy for heterogeneous groups of porkers ,448,"[155, 86, 841, 131]",4723,,1.0
2016415929122033873,W105983977,text,"J. Roemen Department of Econometrics Tilburg University P.O. Box 90153, NL 5000 LE, Tilburg ",448,"[330, 156, 661, 238]",4724,2016415929122033872,
2016415929122033874,W105983977,title,1 Introduction ,448,"[124, 287, 268, 305]",4725,,1.0
2016415929122033875,W105983977,text,"In this paper the question is dealt with, how a profit maximizing farmer should distribute the sale of groups of porkers over time, taking into consideration that each group consists of subgroups differing in growth rate, that the meat price varies in time, and that the next fattening round can only start when all animals in the current round have been delivered for slaughter. ",448,"[122, 309, 875, 412]",4726,2016415929122033874,
2016415929122033876,W105983977,text,"(Des)investment problems related to a stock of a living commodity have been considered by, among others, Chavas et al. [1], Feinerman [2], Paarsch [3] and Rausser et al. [4]. However, they restrict attention to the case where for one feeding schedule the same growth function holds for all the animals being fattened. Moreover, in this paper the decision rule for the situation where the market prices for meat are mutually dependent is worked out. No attention is paid to the choice of an optimal feeding schedule. ",448,"[122, 416, 875, 542]",4727,2016415929122033874,
2016415929122033877,W105983977,title,2 Problem ,448,"[124, 568, 228, 584]",4728,,1.0
2016415929122033878,W105983977,text,"Nowadays, pork is mainly produced on specialized farms. For fattening, such a farm has a number of barns which are divided into compartments. Depending on its size a compartment contains a few tens to well over one hundred animals. Because of health considerations, usually the so called ""all in all out"" system is followed in production. That means that a compartment is occupied by young animals at one point in time and that all of these animals have to be delivered for slaughter, before the next fattening round in this compartment can start. After entering, the young porkers are fattened for some time, untill they are fit for slaughter. Here we assume that the farmer follows a feeding schedule as advised by an agricultural experimentation station, so the feeding regime is given and fixed. ",448,"[122, 589, 877, 800]",4729,2016415929122033877,
2016415929122033879,W105983977,text,"During fattening, the animals in a compartment usually show variations in the weight gain per day. As a result, the length of the period that an animal needs to reach a certain weight, differs from animal to animal. In this study we assume that the animals in a compartment receive the same feed ration, so the weight variation has to be ascribed to differences in genetic qualities. For our purpose, it suffices to distinguish two subgroups in a compartment: fast en slow growers. Within these subgroups no substantial differences in growth qualities exist. ",448,"[122, 804, 875, 845]",4730,2016415929122033877,
2016415929122033880,W105983977,discarded,425 ,448,"[480, 62, 513, 75]",4731,2016415929122033877,
2016415929122033881,W105983977,text,,449,"[124, 86, 875, 189]",4732,2016415929122033877,
2016415929122033882,W105983977,text,"As soon as a porker has reached a certain minimal weight, the farmer can sell it to a slaughter house. The price which he receives, is not constant in time, but varies from week to week. Generally speaking, this week's price moves within a restricted interval around last week's price. Therefore, we assume that it is a stochastic variable which only depends on the price in the preceding week. The feed price and the interest rate show variability too, but their variability is much smaller, so we treat them as deterministic. ",449,"[124, 193, 875, 319]",4733,2016415929122033877,
2016415929122033883,W105983977,text,"Because of the heterogeneity of the animals in one compartment, the ${ \mathfrak { a } } _ { \mathfrak { a } } \mathfrak { l }$ in all out"" system and the stochastic nature of the pork price, the farmer is confronted with the question how to distribute the delivery of fattened porkers over time. ",449,"[126, 324, 875, 384]",4734,2016415929122033877,
2016415929122033884,W105983977,title,3 Model and solution ,449,"[126, 409, 338, 426]",4735,,1.0
2016415929122033885,W105983977,text,"The net financial result depends on the decisions taken by the farmer in each week of each fattening round. These rounds succeed each other uninterruptedly. Such a decision can be to sell this week a group of porkers or to postpone the sale and to continue fattening. These decisions are based on the weight of the animals, the price for pork, the expenses for feed and young pigs and the interest rate. ",449,"[124, 431, 877, 534]",4736,2016415929122033884,
2016415929122033886,W105983977,text,"A porker can be sold as soon as it is fit for slaughter, i.e., when its weight is between a minimal and a maximal value. The fast growers reach this minimal weight at the age of $x _ { 1 , m i n }$ weeks, while their latest delivery date is at the age of $\pmb { x _ { 1 , m a x } }$ weeks. The sale of the slow growers can only start from $x _ { 2 , m i n } ( \geq x _ { 1 , m i n } )$ onward. The last possible week for this group to leave the farm is at the age of $\pmb { x _ { 2 , m a x } }$ weeks. As long as the porkers have not yet reached their minimal weight or when they threaten to pass the maximum, the decision of the farmer is obvious. However, as soon as a group is fit for slaughter, the farmer has to choose between the two available decisions. By ending each fattening round at the suitable moment the farmer can realize a maximal financial result. For the determination of the suitable moment cut-off prices for pork are calculated for each week in which animals are fit for slaughter. At the cut-off level for a certain week the farmer is indifferent between selling in that week or selling in the future. If the market price for pork in a week exceeds the cut-off level for that week, the farmer should sell, in the opposed case he should postpone the sale and continue fatting. ",449,"[124, 538, 877, 836]",4737,2016415929122033884,
2016415929122033887,W105983977,discarded,426 ,449,"[484, 62, 515, 75]",4738,2016415929122033884,
2016415929122033888,W105983977,text,"For the calculation of the cut-off prices in the relevant period we formulate a Markov decision model. Here the system under study is the stochastic process $\{ ( \underline { { { z } } } _ { t } , \underline { { { h } } } _ { t } , \underline { { { p } } } _ { t } ) , t =$ 0,1,2,.}, where $\pmb { \mathscr { z } } _ { t }$ stands for the age of an animal in week $\mathbf { \Delta } _ { t , \mathbf { \tilde { \mu } } _ { 0 } }$ for the composition of the compartment and $\underline { { \pmb { p } } } _ { \pmb { t } }$ for the price of pork. Age ranges from 0 to $\pmb { x _ { 2 , m a x } }$ weeks, while $\underbrace { h _ { t } }$ takes on the value 1 if both subgroups are in the compartment and the value 0 if the slow growers are still being fattened and the fast growers have already been delivered. The price for pork takes on discrete values. We assume that it obeys a first order Markov scheme with stationary transition probabilities. The cut-off prices can be calculated from the optimality equations using standard methods given by Ross [5] or Tijms [6]. When a group consists of two subgroups, three vectors of cut-off prices are calculated, one for the fast growers, one for the group as a whole and one for the slow growers, given that the fast growers have been delivered. ",450,"[122, 86, 877, 341]",4739,2016415929122033884,
2016415929122033889,W105983977,title,4 Conclusion ,450,"[126, 367, 255, 384]",4740,,1.0
2016415929122033890,W105983977,text,In this paper a model is formulated which can be used to derive an optimal delivery strategy for heterogeneous groups of porkers. The feed schedule is assumed to be given. The central question is how the farmer should react on the variability of the pork price. The model provides a system of cut-off prices for pork during the weeks in which animals can be sold. ,450,"[126, 389, 877, 492]",4741,2016415929122033889,
2016415929122033891,W105983977,text,Literature ,450,"[126, 541, 228, 557]",4742,2016415929122033889,
2016415929122033892,W105983977,text,"1. Chavas, J.P., J. Kliebenstein and Th. Crenshaw, Modeling Dynamic Agricultural Production Response: The Case of Swine Production, American Journal of Agricultural Economics, 1985, 636-646.   
2. Feinerman, E., and P.B. Siegel, A dynamic farm-level planning model for beef feedlot production and marketing, Journal of Agricultural Economics, 1988, 413-425.   
3. Paarsch, H.J., Micro-economic models of beef supply, Canadian Journal of Economics, 1985, 636-651.   
4. Rausser, J.C., and E. Hochman, Dynamic Agricultural Systems: Economic Prediction and Control, North-Holland Publishing Company, New York, 1979.   
5. Ross, S.M., Applied Probability Models with Optimization Applications, Holden-Bay, San Francisco, 1970.   
6. Tijms, H.C., stochastic modelling and analysis: a computational approach, Wiley, New York, 1986. ",450,"[122, 560, 879, 840]",4743,2016415929122033889,
2016415929122033893,W105983977,discarded,427 ,450,"[482, 62, 513, 75]",4744,2016415929122033889,
2016415929122033894,W105983977,title,A DISCRETE MIN-MAX ALGORITHM FOR INEQUALITY CONSTRAINTS,451,"[207, 92, 796, 109]",4745,,1.0
2016415929122033895,W105983977,text,"Berç Rustem Department of Computing Imperial College of Science, Technology & Medicine 180 Queen's Gate, London SW7 2BZ, UK ",451,"[309, 157, 694, 215]",4746,2016415929122033894,
2016415929122033896,W105983977,text,"Forecasting with rival models is usually resolved by some form of forecast pooling. In policy optimization, a similar approach leads to the pooling of rival objective functions derived from the rival models (see Rustem, 1987; 1992). Thus, the optimal decision problem can be formulated as the optimization of the pooled objective functions subject to nonlinear constraints. Let $\pmb { \alpha }$ denote the pooling weights, with ",451,"[135, 253, 873, 354]",4747,2016415929122033894,
2016415929122033897,W105983977,equation,"$$
\alpha \in \mathbb { E } _ { + } ^ { \mathrm { m } } = \Big \{ \alpha \in \mathbb { R } ^ { \mathrm { m } } | \alpha \geq 0 ; < 1 , \alpha > = 1 \Big \} ,
$$",451,"[305, 373, 702, 402]",4748,2016415929122033894,
2016415929122033898,W105983977,text,where $\pmb { 1 } \in \mathbb { R } ^ { \mathbf { m } }$ denotes the vector with every component unity. Consider the problem ,451,"[135, 421, 773, 438]",4749,2016415929122033894,
2016415929122033899,W105983977,equation,"$$
\operatorname* { m i n } _ { \mathbf { x } } \left\{ < \mathbf { \alpha } _ { \mathbf { x } } , { \mathbf { f } } \left( { \mathbf { x } } \right) > \ \left| { \textbf { h } } ( { \mathbf { x } } ) \ \leq \ { \mathbf { 0 } } \right. \right\}
$$",451,"[361, 455, 642, 486]",4750,2016415929122033894,
2016415929122033900,W105983977,text,"where, $\alpha ~ \in \mathbb { E } _ { + } ^ { \mathrm { m } } ; \mathrm  ~ \mathbb { x } ~ \in ~ \mathbb { R } ^ { n } ~ ; ~ \mathbf { f } ~ : ~ \mathbb { R } ^ { n }  \mathbb { R } ^ { m } ~ ; ~ h ~ : ~ \mathbb { R } ^ { n }  \mathbb { R } ^ { \ell }$ and f $\textbf { h } \in \mathbb { C } ^ { 2 }$ In (1) each element of f, denoted by $\dot { \mathbf { f } ^ { \mathtt { h } } }$ reresents arivalobjective uncion corresponding to a rivalmodel.The restricions b $\mathbf { i } \ \left( \mathbf { x } \right) \ \leq \ \mathbf { 0 }$ are the inequality constraints imposed on the overall decision problem. In the above formulation, the vector $\pmb { \alpha }$ is fixed and defines the pooling weights. Also, generally, the number of models is much less than the number of decision variables, i.e. n $. > > \textbf { m }$ , One reason for this is that policy optimization is essentially dynamic in nature and the total number of decision variables is the product of the decision variables for one time period and the number of time periods. ",451,"[135, 502, 873, 648]",4751,2016415929122033894,
2016415929122033901,W105983977,text,"Among possible choices of pooling weights, the robust pooling corresponds to the strategy that is invariant to whichever rival scenario, or model, actually turns out to represent the system. The pooling that corresponds to the robust policy is given by the solution of the min-max problem ",451,"[137, 672, 873, 733]",4752,2016415929122033894,
2016415929122033902,W105983977,equation,"$$
\operatorname* { m i n } _ { \mathbf { x } } \operatorname* { m a x } _ { \alpha } \left\{ { \mathbf { \nabla } } < { \textrm { f } } ( \mathbf { x } ) { \textrm { , } } \alpha { \mathbf { \nabla } } > \ \left| \mathbf { h } \left( \mathbf { x } \right) \ \leq { \textrm { 0 , } } \alpha { \mathbf { \nabla } } { \in } \ \mathbf { E } _ { + } ^ { \mathrm { m } } \right. \right\}
$$",451,"[303, 749, 698, 780]",4753,2016415929122033894,
2016415929122033903,W105983977,text,"where the worst case rival model scenario is computed simultaneously with the minimization over $\mathbf { x }$ . It is shown in Rustem (1987; Proposition 7.6) that the solution of (2) has a robust character. Whichever rival model turns out to represent the actual system, the optimal (min-max) strategy ensures that the objective function value will not deteriorate: it will be at least as good as the minmax value. The solution of (2) yields a value of $\pmb { \alpha }$ corresponding to the robust min-max strategy. ",451,"[137, 798, 873, 901]",4754,2016415929122033894,
2016415929122033904,W105983977,discarded,428 ,451,"[488, 69, 519, 82]",4755,2016415929122033894,
2016415929122033905,W105983977,text,"If the insurance provided by the robust, and cautious, policy has too high a cost in policy terms, then the decision maker could base the optimal policy on (1) with $\pmb { \alpha }$ chosen in the neighbourhood of the min-max value such that the policy can be made ""acceptable"" and at the same time as robust as possible. It must be said that this strategy is only robust with respect to the known rival representations of the system. If a further, possibly unknown, model of the economy exists and is not included in the set of rival models in (1), clearly the computed strategy cannot be expected to be robust with respect to this additional model. It can be shown that (2) is equivalent to ",452,"[130, 85, 869, 228]",4756,2016415929122033894,
2016415929122033906,W105983977,equation,"$$
\operatorname* { m i n } _ { \mathrm { ~ \bf ~ x ~ } } \quad _ { \mathrm { ~ i ~ } \in \mathrm { ~ \bf ~ \cdot ~ } \{ ~ 1 , ~ 2 , ~ . . . . . ~ m ~ \} } \Big \{ \mathrm { ~ \bf ~ f ~ } ^ { \mathrm { i } } ( { \bf x } ) \Big | \mathrm { ~ \bf ~ h ~ } ( { \bf x } ) \le 0 \Big \} .
$$",452,"[303, 244, 692, 279]",4757,2016415929122033894,
2016415929122033907,W105983977,text,"In Rustem (1992) we discuss an algorithm for solving the equality constrained min-max problem. In this paper, we discuss an approach using an augmented Lagrangian formulation to directly solve the inequality constrained case given by (3). The algorithm involves an augmented Lagrangian formulation with a sequential quadratic programming subproblem, an adaptive penalty parameter selection rule; a stepsize strategy, convergent to unit steps, that ensures progress towards optimality and feasibility of the inequality constraints. The method used for handling inequalities is based on the nonlinear programming algorithm discussed in Rustem (1993). ",452,"[130, 293, 869, 438]",4758,2016415929122033894,
2016415929122033908,W105983977,text,"The inequality constrained algorithm discussed in the paper, directly aims at measuring progress towards the min-max solution using a stepsize strategy. The algorithm defines the direction of progress as a quasi-Newton step obtained from a quadratic subproblem. An augmented Lagrangian function is defined and a procedure is formulated for determining the penalty parameter. The growth in the penalty parameter is required only to ensure a descent property. It is shown that this penalty parameter does not grow indefinitely. Convergence of the overall algorithm is established. ",452,"[133, 461, 871, 584]",4759,2016415929122033894,
2016415929122033909,W105983977,title,REFERENCES,452,"[224, 609, 343, 625]",4760,,1.0
2016415929122033910,W105983977,text,"Rustem, B., ""Methods for the simultaneous use of multiple models in optimal policy design"", in: C. Carraro and D. Sartore eds., Developments in control theory for economic analysis (Maritnus Nijhoff Kluwer Publishers, Dordrecht, 1987) pp. 157-186.   
Rustem, B., ${ \spadesuit } _ { \mathbf { A } }$ superlineary convergent min-max algorithm for rival models of the same economic system"", Mathematical Programming 53 (1992) 279-295.   
Rustem, B., ""Equality and inequality constrained optimization algorithms with convergent stepsizes"", J. Optim. Theory and Applic. 76 (1993) 429-453. ",452,"[130, 636, 869, 767]",4761,2016415929122033909,
2016415929122033911,W105983977,discarded,429 ,452,"[482, 62, 513, 75]",4762,2016415929122033909,
2016415929122033912,W105983977,title,ON TWO AND THREE PERSON EXCHANGE GAMES,453,"[299, 86, 683, 104]",4763,,1.0
2016415929122033913,W105983977,text,"Minoru Sakaguchi Nagoya University of Commerce and Business Administration Sagamine, Nisshin-cho, Aichi, 470-01, JAPAN",453,"[205, 130, 779, 189]",4764,2016415929122033912,
2016415929122033914,W105983977,title,1. INTRODUCTION,453,"[126, 234, 268, 250]",4765,,1.0
2016415929122033915,W105983977,text,"Brams, Kilgour and Davis investigated the following non-zero-sum exchange game(abreviated by EG). Each of two players(I and II) draws a number (x and y, respectively) according to a uniform distribution on [0,1]. After observing his number each player can then choose either to keep(K) his number or to exchange(E) it for the other player's number. If only one player chooses E, an exchange of the numbers occurs with probability p. A player's payoff is the number he holds after the players have made their choices and a possible exchange has occured. The payoff matrix for this non-zero-sum two-person game is: ",453,"[124, 274, 862, 461]",4766,2016415929122033914,
2016415929122033916,W105983977,equation,"$$
\begin{array} { c c } { { \texttt { K } } } & { { { \stackrel { \texttt { K } } { } } } } \\ { { { \texttt { E } } } } &  { \scriptstyle \left\{ \begin{array} { c c } { { \texttt { ( x , y ) } } } & { { \scriptstyle { ( { \mathtt { p y } } + { \overline { { { p } } } } { \texttt { x } } , { \mathtt { p x } } + { \overline { { { p } } } } { \texttt y } ) } } } \\ { { \scriptstyle { ( { \mathtt { p y } } + { \overline { { { p } } } } { \texttt { x } } , { \mathtt { p x } } + { \overline { { { p } } } } { \texttt y { y } } ) } } & { { \scriptstyle { ( { \mathtt { y } } , { \mathtt { x } } ) } } } \end{array} } } } \end{\right\array} \end{array}
$$",453,"[143, 483, 501, 555]",4767,2016415929122033914,
2016415929122033917,W105983977,text,"where $\overline { p } = 1 - p$ . If $\scriptstyle { \mathtt { p } } = 0 [ 1 ]$ then the game is an AND[OR] game in which both players[at least one player] must choose $\pmb { \mathbb { E } }$ in order for an exchange to occur. We consider the zero-sum game version in this paper. Denote by $\mathfrak { a } \left( \mathbf { x } \right) \left[ \ B \left( \mathbf { y } \right) \right]$ the probability that player I[II] chooses E if his hand is x[y]. Under this strategy-pair $\mathfrak { a } ( \bullet \mathfrak { } ) \bullet . \mathfrak { s } ( \bullet )$ , the expected payoff to I is ",453,"[124, 567, 877, 671]",4768,2016415929122033914,
2016415929122033918,W105983977,equation,"$$
\begin{array} { r } { \mathbb { M } ( \mathfrak { C } , \beta ) \equiv [ \begin{array} { l } {  \overline { { \mathfrak { T } } } ( \mathbf { x } ) , \mathfrak { a } ( \mathbf { x } )  [ \begin{array} { l l l } { \ 1 } & & { 1 - 2 \mathfrak { p } } \\ & \\ & {  ( 1 - 2 \mathfrak { p }  } & & { - 1 } \end{array} ] ( \mathbf { x } - \mathbf { y } ) \ [ \begin{array} { l } { \overline { { \ \mathfrak { B } } } ( \mathbf { y } ) } \\ \\ {  ( \mathbf { y } ) } \end{array} ] \mathrm { d } \mathbf { x } \mathrm { d } \mathbf { y } . } \end{array}  } \end{array}
$$",453,"[203, 688, 721, 758]",4769,2016415929122033914,
2016415929122033919,W105983977,text,"We shall also consider a bilateral-move variant of EG in which the players act not simultaneously but consecutively, namely: first acts player I and then player II. The procedure can be described in the following way: ",453,"[126, 778, 871, 842]",4770,2016415929122033914,
2016415929122033920,W105983977,discarded,430 ,453,"[474, 62, 507, 75]",4771,2016415929122033914,
2016415929122033921,W105983977,image,,454,"[128, 88, 731, 264]",4772,2016415929122033914,
2016415929122033922,W105983977,text,"When player II moves he knows which choice his opponent has chosen. Let $\alpha ( \mathbf { x } )$ denote the probability that player I chooses E at the 1st move. Also let $\mathsf { \beta } ( \mathsf { y } ) [ \mathsf { y } ( \mathsf { y } ) ]$ denote the probability that player II chooses E at the 2nd move when his opponent has choosen K[E] at the 1st move. Then under his strategy-pair $( \alpha ( \bullet ) ; \beta ( \bullet ) , \gamma ( \bullet ) )$ the expected payoff to I is ",454,"[103, 283, 875, 386]",4773,2016415929122033914,
2016415929122033923,W105983977,text,(1.2) ,454,"[108, 408, 297, 426]",4774,2016415929122033914,
2016415929122033924,W105983977,equation,"$$
\begin{array} { r l } & { \displaystyle \mathfrak { M } ( \mathfrak { a } ; \beta , \gamma ) \equiv } \\ & { \displaystyle \int _ { \bullet } ^ { d } \int _ { 0 } ^ { t } [ \overline { { \mathfrak { a } } } ( \mathbf { x } ) \overline { { \mathfrak { g } } } ( \mathbf { y } ) + \{ \overline { { \mathfrak { a } } } ( \mathbf { x } ) \beta ( \mathbf { y } ) + \mathfrak { a } ( \mathbf { x } ) \overline { { \gamma } } ( \mathbf { y } ) \} \left( 1 - 2 \mathbf { p } \right) - \mathfrak { a } ( \mathbf { x } ) \gamma ( \mathbf { y } ) ] ( \mathbf { x } - \mathbf { y } ) \mathrm { d } \mathbf { x } \mathrm { d } \mathbf { y } . } \end{array}
$$",454,"[174, 405, 767, 489]",4775,2016415929122033914,
2016415929122033925,W105983977,text,"We call an exchange game simple if the payoff of player I is given by sgn $( \mathbf { x } ^ { \prime } - \mathbf { y } ^ { \prime } )$ , when the values of the numbers they finally get are $x ^ { \uparrow }$ for $\texttt { T }$ , and ${ \bf { y } } ^ { \prime }$ for II. So in the simple exchange games we shall consider the payoff function are(1.1) and (1.2), with $\tt x - y$ replaced by $\tt s g n ( x - y )$ . (Note that sgn $\mathtt { t }$ is defined by $1 , 0 , - 1$ , if $\mathrm { t } { > } 0 , { = } 0 , { < } 0$ , respectively). ",454,"[106, 492, 850, 594]",4776,2016415929122033914,
2016415929122033926,W105983977,text,2.SOLUTIONS OF TWO-PERSON EGS ,454,"[108, 639, 399, 655]",4777,2016415929122033914,
2016415929122033927,W105983977,text,We prove the following four theorems. ,454,"[106, 681, 478, 698]",4778,2016415929122033914,
